,,,,,,,,,,,,,,,
BTC,Avail. Supply,Daily emission,Block Reward,Inflation,% Mined,Normalized for XMR,XMR,Avail. Supply,Daily emission,Block Reward,Inflation,% Mined,,,
day 4125,"17,931,600.00","1,800.00",12.5000,0.01004%,85.39%,"1,577.14",day 2158,"17,494,883.47","1,307.18",0.9078,0.00747%,95.08%,,3/16/2020,
day 4126,"17,933,400.00","1,800.00",12.5000,0.01004%,85.40%,"1,577.14",day 2159,"17,496,190.65","1,305.39",0.9065,0.00746%,95.09%,,3/17/2020,
day 4127,"17,935,200.00","1,800.00",12.5000,0.01004%,85.41%,"1,577.14",day 2160,"17,497,496.04","1,303.59",0.9053,0.00745%,95.10%,,3/18/2020,
day 4128,"17,937,000.00","1,800.00",12.5000,0.01004%,85.41%,"1,577.14",day 2161,"17,498,799.63","1,301.80",0.9040,0.00744%,95.10%,,3/19/2020,
day 4129,"17,938,800.00","1,800.00",12.5000,0.01003%,85.42%,"1,577.14",day 2162,"17,500,101.43","1,300.02",0.9028,0.00743%,95.11%,,3/20/2020,
day 4130,"17,940,600.00","1,800.00",12.5000,0.01003%,85.43%,"1,577.14",day 2163,"17,501,401.45","1,298.23",0.9015,0.00742%,95.12%,,3/21/2020,
day 4131,"17,942,400.00","1,800.00",12.5000,0.01003%,85.44%,"1,577.14",day 2164,"17,502,699.68","1,296.45",0.9003,0.00741%,95.12%,,3/22/2020,
day 4132,"17,944,200.00","1,800.00",12.5000,0.01003%,85.45%,"1,577.14",day 2165,"17,503,996.13","1,294.67",0.8991,0.00740%,95.13%,,3/23/2020,
day 4133,"17,946,000.00","1,800.00",12.5000,0.01003%,85.46%,"1,577.14",day 2166,"17,505,290.79","1,292.89",0.8978,0.00739%,95.14%,,3/24/2020,
day 4134,"17,947,800.00","1,800.00",12.5000,0.01003%,85.47%,"1,577.14",day 2167,"17,506,583.68","1,291.11",0.8966,0.00738%,95.14%,,3/25/2020,
day 4135,"17,949,600.00","1,800.00",12.5000,0.01003%,85.47%,"1,577.14",day 2168,"17,507,874.80","1,289.34",0.8954,0.00736%,95.15%,,3/26/2020,
day 4136,"17,951,400.00","1,800.00",12.5000,0.01003%,85.48%,"1,577.14",day 2169,"17,509,164.14","1,287.57",0.8941,0.00735%,95.16%,,3/27/2020,
day 4137,"17,953,200.00","1,800.00",12.5000,0.01003%,85.49%,"1,577.14",day 2170,"17,510,451.71","1,285.80",0.8929,0.00734%,95.17%,,3/28/2020,
day 4138,"17,955,000.00","1,800.00",12.5000,0.01003%,85.50%,"1,577.14",day 2171,"17,511,737.51","1,284.04",0.8917,0.00733%,95.17%,,3/29/2020,
day 4139,"17,956,800.00","1,800.00",12.5000,0.01002%,85.51%,"1,577.14",day 2172,"17,513,021.55","1,282.27",0.8905,0.00732%,95.18%,,3/30/2020,
day 4140,"17,958,600.00","1,800.00",12.5000,0.01002%,85.52%,"1,577.14",day 2173,"17,514,303.82","1,280.51",0.8892,0.00731%,95.19%,,3/31/2020,
day 4141,"17,960,400.00","1,800.00",12.5000,0.01002%,85.53%,"1,577.14",day 2174,"17,515,584.33","1,278.75",0.8880,0.00730%,95.19%,,4/1/2020,
day 4142,"17,962,200.00","1,800.00",12.5000,0.01002%,85.53%,"1,577.14",day 2175,"17,516,863.08","1,277.00",0.8868,0.00729%,95.20%,,4/2/2020,
day 4143,"17,964,000.00","1,800.00",12.5000,0.01002%,85.54%,"1,577.14",day 2176,"17,518,140.08","1,275.24",0.8856,0.00728%,95.21%,,4/3/2020,
day 4144,"17,965,800.00","1,800.00",12.5000,0.01002%,85.55%,"1,577.14",day 2177,"17,519,415.32","1,273.49",0.8844,0.00727%,95.21%,,4/4/2020,
day 4145,"17,967,600.00","1,800.00",12.5000,0.01002%,85.56%,"1,577.14",day 2178,"17,520,688.82","1,271.74",0.8832,0.00726%,95.22%,,4/5/2020,
day 4146,"17,969,400.00","1,800.00",12.5000,0.01002%,85.57%,"1,577.14",day 2179,"17,521,960.56","1,270.00",0.8819,0.00725%,95.23%,,4/6/2020,
day 4147,"17,971,200.00","1,800.00",12.5000,0.01002%,85.58%,"1,577.14",day 2180,"17,523,230.56","1,268.25",0.8807,0.00724%,95.23%,,4/7/2020,
day 4148,"17,973,000.00","1,800.00",12.5000,0.01002%,85.59%,"1,577.14",day 2181,"17,524,498.81","1,266.51",0.8795,0.00723%,95.24%,,4/8/2020,
day 4149,"17,974,800.00","1,800.00",12.5000,0.01001%,85.59%,"1,577.14",day 2182,"17,525,765.32","1,264.77",0.8783,0.00722%,95.25%,,4/9/2020,
day 4150,"17,976,600.00","1,800.00",12.5000,0.01001%,85.60%,"1,577.14",day 2183,"17,527,030.09","1,263.03",0.8771,0.00721%,95.26%,,4/10/2020,
day 4151,"17,978,400.00","1,800.00",12.5000,0.01001%,85.61%,"1,577.14",day 2184,"17,528,293.13","1,261.30",0.8759,0.00720%,95.26%,,4/11/2020,
day 4152,"17,980,200.00","1,800.00",12.5000,0.01001%,85.62%,"1,577.14",day 2185,"17,529,554.43","1,259.57",0.8747,0.00719%,95.27%,,4/12/2020,
day 4153,"17,982,000.00","1,800.00",12.5000,0.01001%,85.63%,"1,577.14",day 2186,"17,530,814.00","1,257.84",0.8735,0.00718%,95.28%,,4/13/2020,
day 4154,"17,983,800.00","1,800.00",12.5000,0.01001%,85.64%,"1,577.14",day 2187,"17,532,071.83","1,256.11",0.8723,0.00716%,95.28%,,4/14/2020,
day 4155,"17,985,600.00","1,800.00",12.5000,0.01001%,85.65%,"1,577.14",day 2188,"17,533,327.95","1,254.39",0.8711,0.00715%,95.29%,,4/15/2020,
day 4156,"17,987,400.00","1,800.00",12.5000,0.01001%,85.65%,"1,577.14",day 2189,"17,534,582.33","1,252.66",0.8699,0.00714%,95.30%,,4/16/2020,
day 4157,"17,989,200.00","1,800.00",12.5000,0.01001%,85.66%,"1,577.14",day 2190,"17,535,835.00","1,250.94",0.8687,0.00713%,95.30%,,4/17/2020,
day 4158,"17,991,000.00","1,800.00",12.5000,0.01001%,85.67%,"1,577.14",day 2191,"17,537,085.94","1,249.23",0.8675,0.00712%,95.31%,,4/18/2020,
day 4159,"17,992,800.00","1,800.00",12.5000,0.01000%,85.68%,"1,577.14",day 2192,"17,538,335.16","1,247.51",0.8663,0.00711%,95.32%,,4/19/2020,
day 4160,"17,994,600.00","1,800.00",12.5000,0.01000%,85.69%,"1,577.14",day 2193,"17,539,582.67","1,245.80",0.8651,0.00710%,95.32%,,4/20/2020,
day 4161,"17,996,400.00","1,800.00",12.5000,0.01000%,85.70%,"1,577.14",day 2194,"17,540,828.47","1,244.09",0.8639,0.00709%,95.33%,,4/21/2020,
day 4162,"17,998,200.00","1,800.00",12.5000,0.01000%,85.71%,"1,577.14",day 2195,"17,542,072.56","1,242.38",0.8628,0.00708%,95.34%,,4/22/2020,
day 4163,"18,000,000.00","1,800.00",12.5000,0.01000%,85.71%,"1,577.14",day 2196,"17,543,314.93","1,240.67",0.8616,0.00707%,95.34%,,4/23/2020,
day 4164,"18,001,800.00","1,800.00",12.5000,0.01000%,85.72%,"1,577.14",day 2197,"17,544,555.60","1,238.97",0.8604,0.00706%,95.35%,,4/24/2020,
day 4165,"18,003,600.00","1,800.00",12.5000,0.01000%,85.73%,"1,577.14",day 2198,"17,545,794.57","1,237.27",0.8592,0.00705%,95.36%,,4/25/2020,
day 4166,"18,005,400.00","1,800.00",12.5000,0.01000%,85.74%,"1,577.14",day 2199,"17,547,031.84","1,235.57",0.8580,0.00704%,95.36%,,4/26/2020,
day 4167,"18,007,200.00","1,800.00",12.5000,0.01000%,85.75%,"1,577.14",day 2200,"17,548,267.40","1,233.87",0.8569,0.00703%,95.37%,,4/27/2020,
day 4168,"18,009,000.00","1,800.00",12.5000,0.01000%,85.76%,"1,577.14",day 2201,"17,549,501.27","1,232.18",0.8557,0.00702%,95.38%,,4/28/2020,
day 4169,"18,010,800.00","1,800.00",12.5000,0.00999%,85.77%,"1,577.14",day 2202,"17,550,733.45","1,230.48",0.8545,0.00701%,95.38%,,4/29/2020,
day 4170,"18,012,600.00","1,800.00",12.5000,0.00999%,85.77%,"1,577.14",day 2203,"17,551,963.93","1,228.79",0.8533,0.00700%,95.39%,,4/30/2020,
day 4171,"18,014,400.00","1,800.00",12.5000,0.00999%,85.78%,"1,577.14",day 2204,"17,553,192.73","1,227.11",0.8522,0.00699%,95.40%,,5/1/2020,
day 4172,"18,016,200.00","1,800.00",12.5000,0.00999%,85.79%,"1,577.14",day 2205,"17,554,419.83","1,225.42",0.8510,0.00698%,95.40%,,5/2/2020,
day 4173,"18,018,000.00","1,800.00",12.5000,0.00999%,85.80%,"1,577.14",day 2206,"17,555,645.25","1,223.74",0.8498,0.00697%,95.41%,,5/3/2020,
day 4174,"18,019,800.00","1,800.00",12.5000,0.00999%,85.81%,"1,577.14",day 2207,"17,556,868.99","1,222.06",0.8487,0.00696%,95.42%,,5/4/2020,
day 4175,"18,021,600.00","1,800.00",12.5000,0.00999%,85.82%,"1,577.14",day 2208,"17,558,091.05","1,220.38",0.8475,0.00695%,95.42%,,5/5/2020,
day 4176,"18,023,400.00","1,800.00",12.5000,0.00999%,85.83%,"1,577.14",day 2209,"17,559,311.43","1,218.70",0.8463,0.00694%,95.43%,,5/6/2020,
day 4177,"18,025,200.00","1,800.00",12.5000,0.00999%,85.83%,"1,577.14",day 2210,"17,560,530.13","1,217.03",0.8452,0.00693%,95.44%,,5/7/2020,
day 4178,"18,027,000.00","1,800.00",12.5000,0.00999%,85.84%,"1,577.14",day 2211,"17,561,747.16","1,215.36",0.8440,0.00692%,95.44%,,5/8/2020,
day 4179,"18,028,800.00","1,800.00",12.5000,0.00998%,85.85%,"1,577.14",day 2212,"17,562,962.52","1,213.69",0.8428,0.00691%,95.45%,,5/9/2020,
day 4180,"18,030,600.00","1,800.00",12.5000,0.00998%,85.86%,"1,577.14",day 2213,"17,564,176.21","1,212.02",0.8417,0.00690%,95.46%,,5/10/2020,
day 4181,"18,032,400.00","1,800.00",12.5000,0.00998%,85.87%,"1,577.14",day 2214,"17,565,388.23","1,210.36",0.8405,0.00689%,95.46%,,5/11/2020,
day 4182,"18,034,200.00","1,800.00",12.5000,0.00998%,85.88%,"1,577.14",day 2215,"17,566,598.59","1,208.70",0.8394,0.00688%,95.47%,,5/12/2020,
day 4183,"18,036,000.00","1,800.00",12.5000,0.00998%,85.89%,"1,577.14",day 2216,"17,567,807.29","1,207.04",0.8382,0.00687%,95.48%,,5/13/2020,
day 4184,"18,037,800.00","1,800.00",12.5000,0.00998%,85.89%,"1,577.14",day 2217,"17,569,014.32","1,205.38",0.8371,0.00686%,95.48%,,5/14/2020,
day 4185,"18,039,600.00","1,800.00",12.5000,0.00998%,85.90%,"1,577.14",day 2218,"17,570,219.70","1,203.72",0.8359,0.00685%,95.49%,,5/15/2020,
day 4186,"18,041,400.00","1,800.00",12.5000,0.00998%,85.91%,"1,577.14",day 2219,"17,571,423.42","1,202.07",0.8348,0.00684%,95.50%,,5/16/2020,
day 4187,"18,043,200.00","1,800.00",12.5000,0.00998%,85.92%,"1,577.14",day 2220,"17,572,625.49","1,200.42",0.8336,0.00683%,95.50%,,5/17/2020,
day 4188,"18,045,000.00","1,800.00",12.5000,0.00998%,85.93%,"1,577.14",day 2221,"17,573,825.91","1,198.77",0.8325,0.00682%,95.51%,,5/18/2020,
day 4189,"18,046,800.00","1,800.00",12.5000,0.00997%,85.94%,"1,577.14",day 2222,"17,575,024.68","1,197.12",0.8313,0.00681%,95.52%,,5/19/2020,
day 4190,"18,048,600.00","1,800.00",12.5000,0.00997%,85.95%,"1,577.14",day 2223,"17,576,221.81","1,195.48",0.8302,0.00680%,95.52%,,5/20/2020,
day 4191,"18,050,400.00","1,800.00",12.5000,0.00997%,85.95%,"1,577.14",day 2224,"17,577,417.29","1,193.84",0.8291,0.00679%,95.53%,,5/21/2020,
day 4192,"18,052,200.00","1,800.00",12.5000,0.00997%,85.96%,"1,577.14",day 2225,"17,578,611.13","1,192.20",0.8279,0.00678%,95.54%,,5/22/2020,
day 4193,"18,054,000.00","1,800.00",12.5000,0.00997%,85.97%,"1,577.14",day 2226,"17,579,803.33","1,190.56",0.8268,0.00677%,95.54%,,5/23/2020,
day 4194,"18,055,800.00","1,800.00",12.5000,0.00997%,85.98%,"1,577.14",day 2227,"17,580,993.89","1,188.93",0.8256,0.00676%,95.55%,,5/24/2020,
day 4195,"18,057,600.00","1,800.00",12.5000,0.00997%,85.99%,"1,577.14",day 2228,"17,582,182.81","1,187.29",0.8245,0.00675%,95.56%,,5/25/2020,
day 4196,"18,059,400.00","1,800.00",12.5000,0.00997%,86.00%,"1,577.14",day 2229,"17,583,370.11","1,185.66",0.8234,0.00674%,95.56%,,5/26/2020,
day 4197,"18,061,200.00","1,800.00",12.5000,0.00997%,86.01%,"1,577.14",day 2230,"17,584,555.77","1,184.04",0.8222,0.00673%,95.57%,,5/27/2020,
day 4198,"18,063,000.00","1,800.00",12.5000,0.00997%,86.01%,"1,577.14",day 2231,"17,585,739.81","1,182.41",0.8211,0.00672%,95.57%,,5/28/2020,
day 4199,"18,064,800.00","1,800.00",12.5000,0.00996%,86.02%,"1,577.14",day 2232,"17,586,922.22","1,180.79",0.8200,0.00671%,95.58%,,5/29/2020,
day 4200,"18,066,600.00","1,800.00",12.5000,0.00996%,86.03%,"1,577.14",day 2233,"17,588,103.00","1,179.16",0.8189,0.00670%,95.59%,,5/30/2020,
day 4201,"18,068,400.00","1,800.00",12.5000,0.00996%,86.04%,"1,577.14",day 2234,"17,589,282.17","1,177.54",0.8177,0.00669%,95.59%,,5/31/2020,
day 4202,"18,070,200.00","1,800.00",12.5000,0.00996%,86.05%,"1,577.14",day 2235,"17,590,459.71","1,175.93",0.8166,0.00669%,95.60%,,6/1/2020,
day 4203,"18,072,000.00","1,800.00",12.5000,0.00996%,86.06%,"1,577.14",day 2236,"17,591,635.64","1,174.31",0.8155,0.00668%,95.61%,,6/2/2020,
day 4204,"18,073,800.00","1,800.00",12.5000,0.00996%,86.07%,"1,577.14",day 2237,"17,592,809.95","1,172.70",0.8144,0.00667%,95.61%,,6/3/2020,
day 4205,"18,075,600.00","1,800.00",12.5000,0.00996%,86.07%,"1,577.14",day 2238,"17,593,982.65","1,171.09",0.8133,0.00666%,95.62%,,6/4/2020,
day 4206,"18,077,400.00","1,800.00",12.5000,0.00996%,86.08%,"1,577.14",day 2239,"17,595,153.74","1,169.48",0.8121,0.00665%,95.63%,,6/5/2020,
day 4207,"18,079,200.00","1,800.00",12.5000,0.00996%,86.09%,"1,577.14",day 2240,"17,596,323.22","1,167.88",0.8110,0.00664%,95.63%,,6/6/2020,
day 4208,"18,081,000.00","1,800.00",12.5000,0.00996%,86.10%,"1,577.14",day 2241,"17,597,491.10","1,166.27",0.8099,0.00663%,95.64%,,6/7/2020,
day 4209,"18,082,800.00","1,800.00",12.5000,0.00995%,86.11%,"1,577.14",day 2242,"17,598,657.37","1,164.67",0.8088,0.00662%,95.64%,,6/8/2020,
day 4210,"18,084,600.00","1,800.00",12.5000,0.00995%,86.12%,"1,577.14",day 2243,"17,599,822.04","1,163.07",0.8077,0.00661%,95.65%,,6/9/2020,
day 4211,"18,086,400.00","1,800.00",12.5000,0.00995%,86.13%,"1,577.14",day 2244,"17,600,985.11","1,161.47",0.8066,0.00660%,95.66%,,6/10/2020,
day 4212,"18,088,200.00","1,800.00",12.5000,0.00995%,86.13%,"1,577.14",day 2245,"17,602,146.58","1,159.88",0.8055,0.00659%,95.66%,,6/11/2020,
day 4213,"18,090,000.00","1,800.00",12.5000,0.00995%,86.14%,"1,577.14",day 2246,"17,603,306.46","1,158.29",0.8044,0.00658%,95.67%,,6/12/2020,
day 4214,"18,091,800.00","1,800.00",12.5000,0.00995%,86.15%,"1,577.14",day 2247,"17,604,464.75","1,156.69",0.8033,0.00657%,95.68%,,6/13/2020,
day 4215,"18,093,600.00","1,800.00",12.5000,0.00995%,86.16%,"1,577.14",day 2248,"17,605,621.44","1,155.11",0.8022,0.00656%,95.68%,,6/14/2020,
day 4216,"18,095,400.00","1,800.00",12.5000,0.00995%,86.17%,"1,577.14",day 2249,"17,606,776.55","1,153.52",0.8011,0.00655%,95.69%,,6/15/2020,
day 4217,"18,097,200.00","1,800.00",12.5000,0.00995%,86.18%,"1,577.14",day 2250,"17,607,930.07","1,151.94",0.8000,0.00654%,95.70%,,6/16/2020,
day 4218,"18,099,000.00","1,800.00",12.5000,0.00995%,86.19%,"1,577.14",day 2251,"17,609,082.00","1,150.35",0.7989,0.00653%,95.70%,,6/17/2020,
day 4219,"18,100,800.00","1,800.00",12.5000,0.00994%,86.19%,"1,577.14",day 2252,"17,610,232.36","1,148.77",0.7978,0.00652%,95.71%,,6/18/2020,
day 4220,"18,102,600.00","1,800.00",12.5000,0.00994%,86.20%,"1,577.14",day 2253,"17,611,381.13","1,147.20",0.7967,0.00651%,95.71%,,6/19/2020,
day 4221,"18,104,400.00","1,800.00",12.5000,0.00994%,86.21%,"1,577.14",day 2254,"17,612,528.33","1,145.62",0.7956,0.00650%,95.72%,,6/20/2020,
day 4222,"18,106,200.00","1,800.00",12.5000,0.00994%,86.22%,"1,577.14",day 2255,"17,613,673.95","1,144.05",0.7945,0.00650%,95.73%,,6/21/2020,
day 4223,"18,108,000.00","1,800.00",12.5000,0.00994%,86.23%,"1,577.14",day 2256,"17,614,818.00","1,142.48",0.7934,0.00649%,95.73%,,6/22/2020,
day 4224,"18,109,800.00","1,800.00",12.5000,0.00994%,86.24%,"1,577.14",day 2257,"17,615,960.47","1,140.91",0.7923,0.00648%,95.74%,,6/23/2020,
day 4225,"18,111,600.00","1,800.00",12.5000,0.00994%,86.25%,"1,577.14",day 2258,"17,617,101.38","1,139.34",0.7912,0.00647%,95.75%,,6/24/2020,
day 4226,"18,113,400.00","1,800.00",12.5000,0.00994%,86.25%,"1,577.14",day 2259,"17,618,240.72","1,137.78",0.7901,0.00646%,95.75%,,6/25/2020,
day 4227,"18,115,200.00","1,800.00",12.5000,0.00994%,86.26%,"1,577.14",day 2260,"17,619,378.50","1,136.21",0.7890,0.00645%,95.76%,,6/26/2020,
day 4228,"18,117,000.00","1,800.00",12.5000,0.00994%,86.27%,"1,577.14",day 2261,"17,620,514.71","1,134.65",0.7880,0.00644%,95.76%,,6/27/2020,
day 4229,"18,118,800.00","1,800.00",12.5000,0.00993%,86.28%,"1,577.14",day 2262,"17,621,649.36","1,133.10",0.7869,0.00643%,95.77%,,6/28/2020,
day 4230,"18,120,600.00","1,800.00",12.5000,0.00993%,86.29%,"1,577.14",day 2263,"17,622,782.46","1,131.54",0.7858,0.00642%,95.78%,,6/29/2020,
day 4231,"18,122,400.00","1,800.00",12.5000,0.00993%,86.30%,"1,577.14",day 2264,"17,623,914.00","1,129.99",0.7847,0.00641%,95.78%,,6/30/2020,
day 4232,"18,124,200.00","1,800.00",12.5000,0.00993%,86.31%,"1,577.14",day 2265,"17,625,043.98","1,128.43",0.7836,0.00640%,95.79%,,7/1/2020,
day 4233,"18,126,000.00","1,800.00",12.5000,0.00993%,86.31%,"1,577.14",day 2266,"17,626,172.42","1,126.88",0.7826,0.00639%,95.79%,,7/2/2020,
day 4234,"18,127,800.00","1,800.00",12.5000,0.00993%,86.32%,"1,577.14",day 2267,"17,627,299.30","1,125.34",0.7815,0.00638%,95.80%,,7/3/2020,
day 4235,"18,129,600.00","1,800.00",12.5000,0.00993%,86.33%,"1,577.14",day 2268,"17,628,424.64","1,123.79",0.7804,0.00637%,95.81%,,7/4/2020,
day 4236,"18,131,400.00","1,800.00",12.5000,0.00993%,86.34%,"1,577.14",day 2269,"17,629,548.43","1,122.25",0.7793,0.00637%,95.81%,,7/5/2020,
day 4237,"18,133,200.00","1,800.00",12.5000,0.00993%,86.35%,"1,577.14",day 2270,"17,630,670.68","1,120.71",0.7783,0.00636%,95.82%,,7/6/2020,
day 4238,"18,135,000.00","1,800.00",12.5000,0.00993%,86.36%,"1,577.14",day 2271,"17,631,791.38","1,119.17",0.7772,0.00635%,95.82%,,7/7/2020,
day 4239,"18,136,800.00","1,800.00",12.5000,0.00992%,86.37%,"1,577.14",day 2272,"17,632,910.55","1,117.63",0.7761,0.00634%,95.83%,,7/8/2020,
day 4240,"18,138,600.00","1,800.00",12.5000,0.00992%,86.37%,"1,577.14",day 2273,"17,634,028.18","1,116.10",0.7751,0.00633%,95.84%,,7/9/2020,
day 4241,"18,140,400.00","1,800.00",12.5000,0.00992%,86.38%,"1,577.14",day 2274,"17,635,144.27","1,114.56",0.7740,0.00632%,95.84%,,7/10/2020,
day 4242,"18,142,200.00","1,800.00",12.5000,0.00992%,86.39%,"1,577.14",day 2275,"17,636,258.84","1,113.03",0.7729,0.00631%,95.85%,,7/11/2020,
day 4243,"18,144,000.00","1,800.00",12.5000,0.00992%,86.40%,"1,577.14",day 2276,"17,637,371.87","1,111.50",0.7719,0.00630%,95.86%,,7/12/2020,
day 4244,"18,145,800.00","1,800.00",12.5000,0.00992%,86.41%,"1,577.14",day 2277,"17,638,483.37","1,109.98",0.7708,0.00629%,95.86%,,7/13/2020,
day 4245,"18,147,600.00","1,800.00",12.5000,0.00992%,86.42%,"1,577.14",day 2278,"17,639,593.35","1,108.45",0.7698,0.00628%,95.87%,,7/14/2020,
day 4246,"18,149,400.00","1,800.00",12.5000,0.00992%,86.43%,"1,577.14",day 2279,"17,640,701.80","1,106.93",0.7687,0.00627%,95.87%,,7/15/2020,
day 4247,"18,151,200.00","1,800.00",12.5000,0.00992%,86.43%,"1,577.14",day 2280,"17,641,808.73","1,105.41",0.7676,0.00627%,95.88%,,7/16/2020,
day 4248,"18,153,000.00","1,800.00",12.5000,0.00992%,86.44%,"1,577.14",day 2281,"17,642,914.14","1,103.89",0.7666,0.00626%,95.89%,,7/17/2020,
day 4249,"18,154,800.00","1,800.00",12.5000,0.00991%,86.45%,"1,577.14",day 2282,"17,644,018.04","1,102.38",0.7655,0.00625%,95.89%,,7/18/2020,
day 4250,"18,156,600.00","1,800.00",12.5000,0.00991%,86.46%,"1,577.14",day 2283,"17,645,120.41","1,100.86",0.7645,0.00624%,95.90%,,7/19/2020,
day 4251,"18,158,400.00","1,800.00",12.5000,0.00991%,86.47%,"1,577.14",day 2284,"17,646,221.28","1,099.35",0.7634,0.00623%,95.90%,,7/20/2020,
day 4252,"18,160,200.00","1,800.00",12.5000,0.00991%,86.48%,"1,577.14",day 2285,"17,647,320.63","1,097.84",0.7624,0.00622%,95.91%,,7/21/2020,
day 4253,"18,162,000.00","1,800.00",12.5000,0.00991%,86.49%,"1,577.14",day 2286,"17,648,418.47","1,096.33",0.7613,0.00621%,95.92%,,7/22/2020,
day 4254,"18,163,800.00","1,800.00",12.5000,0.00991%,86.49%,"1,577.14",day 2287,"17,649,514.80","1,094.83",0.7603,0.00620%,95.92%,,7/23/2020,
day 4255,"18,165,600.00","1,800.00",12.5000,0.00991%,86.50%,"1,577.14",day 2288,"17,650,609.63","1,093.32",0.7593,0.00619%,95.93%,,7/24/2020,
day 4256,"18,167,400.00","1,800.00",12.5000,0.00991%,86.51%,"1,577.14",day 2289,"17,651,702.95","1,091.82",0.7582,0.00619%,95.93%,,7/25/2020,
day 4257,"18,169,200.00","1,800.00",12.5000,0.00991%,86.52%,"1,577.14",day 2290,"17,652,794.78","1,090.32",0.7572,0.00618%,95.94%,,7/26/2020,
day 4258,"18,171,000.00","1,800.00",12.5000,0.00991%,86.53%,"1,577.14",day 2291,"17,653,885.10","1,088.83",0.7561,0.00617%,95.95%,,7/27/2020,
day 4259,"18,172,800.00","1,800.00",12.5000,0.00990%,86.54%,"1,577.14",day 2292,"17,654,973.92","1,087.33",0.7551,0.00616%,95.95%,,7/28/2020,
day 4260,"18,174,600.00","1,800.00",12.5000,0.00990%,86.55%,"1,577.14",day 2293,"17,656,061.26","1,085.84",0.7541,0.00615%,95.96%,,7/29/2020,
day 4261,"18,176,400.00","1,800.00",12.5000,0.00990%,86.55%,"1,577.14",day 2294,"17,657,147.09","1,084.35",0.7530,0.00614%,95.96%,,7/30/2020,
day 4262,"18,178,200.00","1,800.00",12.5000,0.00990%,86.56%,"1,577.14",day 2295,"17,658,231.44","1,082.86",0.7520,0.00613%,95.97%,,7/31/2020,
day 4263,"18,180,000.00","1,800.00",12.5000,0.00990%,86.57%,"1,577.14",day 2296,"17,659,314.30","1,081.37",0.7510,0.00612%,95.97%,,8/1/2020,
day 4264,"18,181,800.00","1,800.00",12.5000,0.00990%,86.58%,"1,577.14",day 2297,"17,660,395.67","1,079.89",0.7499,0.00611%,95.98%,,8/2/2020,
day 4265,"18,183,600.00","1,800.00",12.5000,0.00990%,86.59%,"1,577.14",day 2298,"17,661,475.55","1,078.40",0.7489,0.00611%,95.99%,,8/3/2020,
day 4266,"18,185,400.00","1,800.00",12.5000,0.00990%,86.60%,"1,577.14",day 2299,"17,662,553.95","1,076.92",0.7479,0.00610%,95.99%,,8/4/2020,
day 4267,"18,187,200.00","1,800.00",12.5000,0.00990%,86.61%,"1,577.14",day 2300,"17,663,630.88","1,075.44",0.7468,0.00609%,96.00%,,8/5/2020,
day 4268,"18,189,000.00","1,800.00",12.5000,0.00990%,86.61%,"1,577.14",day 2301,"17,664,706.32","1,073.97",0.7458,0.00608%,96.00%,,8/6/2020,
day 4269,"18,190,800.00","1,800.00",12.5000,0.00990%,86.62%,"1,577.14",day 2302,"17,665,780.28","1,072.49",0.7448,0.00607%,96.01%,,8/7/2020,
day 4270,"18,192,600.00","1,800.00",12.5000,0.00989%,86.63%,"1,577.14",day 2303,"17,666,852.77","1,071.02",0.7438,0.00606%,96.02%,,8/8/2020,
day 4271,"18,194,400.00","1,800.00",12.5000,0.00989%,86.64%,"1,577.14",day 2304,"17,667,923.79","1,069.55",0.7427,0.00605%,96.02%,,8/9/2020,
day 4272,"18,196,200.00","1,800.00",12.5000,0.00989%,86.65%,"1,577.14",day 2305,"17,668,993.34","1,068.08",0.7417,0.00604%,96.03%,,8/10/2020,
day 4273,"18,198,000.00","1,800.00",12.5000,0.00989%,86.66%,"1,577.14",day 2306,"17,670,061.42","1,066.61",0.7407,0.00604%,96.03%,,8/11/2020,
day 4274,"18,199,800.00","1,800.00",12.5000,0.00989%,86.67%,"1,577.14",day 2307,"17,671,128.03","1,065.15",0.7397,0.00603%,96.04%,,8/12/2020,
day 4275,"18,201,600.00","1,800.00",12.5000,0.00989%,86.67%,"1,577.14",day 2308,"17,672,193.17","1,063.68",0.7387,0.00602%,96.04%,,8/13/2020,
day 4276,"18,203,400.00","1,800.00",12.5000,0.00989%,86.68%,"1,577.14",day 2309,"17,673,256.86","1,062.22",0.7377,0.00601%,96.05%,,8/14/2020,
day 4277,"18,205,200.00","1,800.00",12.5000,0.00989%,86.69%,"1,577.14",day 2310,"17,674,319.08","1,060.76",0.7366,0.00600%,96.06%,,8/15/2020,
day 4278,"18,207,000.00","1,800.00",12.5000,0.00989%,86.70%,"1,577.14",day 2311,"17,675,379.85","1,059.31",0.7356,0.00599%,96.06%,,8/16/2020,
day 4279,"18,208,800.00","1,800.00",12.5000,0.00989%,86.71%,"1,577.14",day 2312,"17,676,439.15","1,057.85",0.7346,0.00598%,96.07%,,8/17/2020,
day 4280,"18,210,600.00","1,800.00",12.5000,0.00988%,86.72%,"1,577.14",day 2313,"17,677,497.01","1,056.40",0.7336,0.00598%,96.07%,,8/18/2020,
day 4281,"18,212,400.00","1,800.00",12.5000,0.00988%,86.73%,"1,577.14",day 2314,"17,678,553.41","1,054.95",0.7326,0.00597%,96.08%,,8/19/2020,
day 4282,"18,214,200.00","1,800.00",12.5000,0.00988%,86.73%,"1,577.14",day 2315,"17,679,608.36","1,053.50",0.7316,0.00596%,96.08%,,8/20/2020,
